# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/pantoea.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/pantoea/counts_pantoea.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	P_1.sorted.bam	P_2.sorted.bam	P_3.sorted.bam	CK_P_1.sorted.bam	CK_P_2.sorted.bam	CK_P_3.sorted.bam
ACSMXK_07625.t01	CP195787	1584342	1585862	+	1521	7105	8278	6574	1657	1651	1980
ACSMXK_07630.t01	CP195787	1585869	1587326	+	1458	6142	7034	5591	1158	1285	1676
ACSMXK_07635.t01	CP195787	1587520	1588425	+	906	112	169	158	73	59	35
ACSMXK_07640.t01	CP195787	1588467	1588928	+	462	1292	1728	1353	657	610	794
ACSMXK_07645.t01	CP195787	1589051	1590709	-	1659	5299	6610	4936	2234	2567	2690
ACSMXK_07650.t01	CP195787	1591042	1591353	+	312	18782	31597	26152	13785	15774	21750
ACSMXK_07655.t01	CP195787	1591524	1592720	+	1197	5558	8558	7175	1722	1998	2490
ACSMXK_07660.t01	CP195787	1592795	1593382	-	588	800	1201	940	332	350	437
ACSMXK_07665.t01	CP195787	1593528	1593917	+	390	93	108	112	61	45	33
ACSMXK_07670.t01	CP195787	1593989	1594249	-	261	493	502	354	177	188	172
ACSMXK_07675.t01	CP195787	1594252	1595382	-	1131	6135	5454	4544	3781	3884	3333
ACSMXK_07680.t01	CP195787	1595461	1597746	-	2286	13747	12827	10387	6679	6339	5962
ACSMXK_07685.t01	CP195787	1598203	1598931	-	729	1500	1917	1627	454	471	584
ACSMXK_07690.t01	CP195787	1599108	1601750	+	2643	9206	10885	9111	2424	2298	2273
ACSMXK_07695.t01	CP195787	1601972	1604818	+	2847	6301	8110	6186	1718	1878	2050
ACSMXK_07700.t01	CP195787	1604862	1605512	-	651	8454	10559	8543	3309	3801	4258
ACSMXK_07705.t01	CP195787	1605514	1608177	-	2664	7411	9506	7279	1888	1902	2203
ACSMXK_07710.t01	CP195787	1608197	1609351	-	1155	2494	3835	3014	558	749	805
ACSMXK_07715.t01	CP195787	1610033	1625692	+	15660	92087	162864	143574	50760	52473	64990
ACSMXK_07720.t01	CP195787	1626195	1627550	+	1356	839	1252	1057	328	338	403
ACSMXK_07725.t01	CP195787	1627577	1629715	+	2139	663	726	672	305	259	324
ACSMXK_07730.t01	CP195787	1629712	1630881	+	1170	582	617	672	304	302	315
ACSMXK_07735.t01	CP195787	1631465	1632592	+	1128	9788	10093	8543	393	414	488
ACSMXK_07740.t01	CP195787	1632624	1632779	-	156	5871	6532	5505	77	78	76
ACSMXK_07745.t01	CP195787	1632927	1633040	-	114	161	103	89	98	89	66
ACSMXK_07750.t01	CP195787	1633186	1634226	+	1041	556	889	783	191	160	208
ACSMXK_07755.t01	CP195787	1634240	1634881	+	642	662	709	691	265	273	272
ACSMXK_07760.t01	CP195787	1634967	1636619	+	1653	1373	1483	1285	417	489	531
ACSMXK_07765.t01	CP195787	1636782	1636985	-	204	14592	16363	16835	43646	43638	51521
ACSMXK_07770.t01	CP195787	1637239	1638492	-	1254	1908	2454	2007	644	710	741
ACSMXK_07775.t01	CP195787	1639092	1640495	+	1404	1144	1351	1047	332	313	350
ACSMXK_07780	CP195787	1640537	1642049	+	1513	464	585	453	208	171	178
ACSMXK_07785.r01	CP195787	1642134	1642210	-	77	66	72	65	8	8	14
ACSMXK_07790.t01	CP195787	1642284	1644038	-	1755	3047	3702	2981	382	458	439
ACSMXK_07795.t01	CP195787	1644061	1644285	-	225	1045	1301	1236	172	208	234
ACSMXK_07800.t01	CP195787	1644445	1645449	+	1005	1460	1910	1619	511	404	503
ACSMXK_07805.t01	CP195787	1645542	1645826	-	285	16948	18438	13177	1723	1686	1932
ACSMXK_07810.t01	CP195787	1645958	1647712	-	1755	1606	1951	1519	315	340	382
ACSMXK_07815.t01	CP195787	1647868	1648587	+	720	1928	2323	1883	259	354	355
ACSMXK_07820.t01	CP195787	1648599	1649795	+	1197	2693	3390	2928	1045	1159	1355
ACSMXK_07825.t01	CP195787	1650049	1650369	+	321	4924	7371	7825	3185	3693	4365
ACSMXK_07830.t01	CP195787	1650356	1651960	-	1605	2405	3605	3329	751	834	997
ACSMXK_07835.t01	CP195787	1651961	1652983	-	1023	702	855	592	165	155	147
ACSMXK_07840.t01	CP195787	1652983	1654077	-	1095	1230	1457	1171	312	410	448
ACSMXK_07845.t01	CP195787	1654087	1655895	-	1809	1504	1863	1357	502	483	556
ACSMXK_07850.t01	CP195787	1655937	1657514	-	1578	1048	1257	836	210	264	273
ACSMXK_07855.t01	CP195787	1657723	1658289	-	567	20494	22320	16124	5821	6512	6311
ACSMXK_07860.t01	CP195787	1658799	1659506	-	708	1448	1930	1512	1147	1225	1494
ACSMXK_07865.t01	CP195787	1659549	1660526	-	978	819	1216	846	374	377	454
ACSMXK_07870.t01	CP195787	1660605	1661177	-	573	1846	2312	1739	843	750	829
ACSMXK_07875.t01	CP195787	1661449	1661703	+	255	337	388	233	61	56	47
ACSMXK_07880.t01	CP195787	1662194	1663324	+	1131	1145	1233	1197	164	172	145
ACSMXK_07885.t01	CP195787	1663321	1664259	+	939	768	834	867	117	131	102
ACSMXK_07890.t01	CP195787	1664276	1665991	+	1716	2020	2187	2055	574	595	628
ACSMXK_07895.t01	CP195787	1666028	1666870	-	843	912	1255	898	273	281	284
ACSMXK_07900.t01	CP195787	1667111	1668004	-	894	1412	1709	1381	962	1049	1092
ACSMXK_07905.t01	CP195787	1668184	1669236	-	1053	283	358	286	83	105	119
ACSMXK_07910.t01	CP195787	1669339	1669704	+	366	482	684	547	157	162	186
ACSMXK_07915.t01	CP195787	1669722	1670591	+	870	1515	2086	1740	520	494	529
ACSMXK_07920.t01	CP195787	1670773	1672233	+	1461	983	1206	1059	288	295	356
ACSMXK_07925.t01	CP195787	1672371	1673447	+	1077	775	813	603	152	152	152
ACSMXK_07930.t01	CP195787	1673447	1674235	+	789	333	426	366	60	71	64
ACSMXK_07935.t01	CP195787	1674271	1675116	-	846	1348	2075	1712	723	743	912
ACSMXK_07940.t01	CP195787	1675128	1676252	-	1125	2869	4359	3324	1500	1543	1814
ACSMXK_07945.t01	CP195787	1676331	1677242	-	912	1280	1772	1476	532	549	686
ACSMXK_07950.t01	CP195787	1677349	1678476	+	1128	569	784	651	227	190	224
ACSMXK_07955.t01	CP195787	1678602	1679267	+	666	2542	2923	2412	341	372	445
ACSMXK_07960.t01	CP195787	1679317	1680477	+	1161	918	1104	847	248	250	293
ACSMXK_07965.t01	CP195787	1680618	1681658	+	1041	5515	6042	5111	1271	1528	1550
ACSMXK_07970.t01	CP195787	1681971	1682966	+	996	34573	34285	31603	13805	17101	16044
ACSMXK_07975.t01	CP195787	1683037	1684557	+	1521	12468	12040	12225	4443	4853	4552
ACSMXK_07980.t01	CP195787	1684577	1685587	+	1011	9849	10820	9990	3397	4013	4161
ACSMXK_07985.t01	CP195787	1686125	1686844	-	720	609	793	576	162	170	158
ACSMXK_07990.t01	CP195787	1686980	1688677	-	1698	2368	2897	2186	860	752	760
ACSMXK_07995.t01	CP195787	1688848	1689732	-	885	371	493	384	244	199	172
ACSMXK_08000.t01	CP195787	1689851	1690543	-	693	328	354	244	145	107	102
ACSMXK_08005.t01	CP195787	1690536	1690928	-	393	292	371	291	105	87	121
ACSMXK_08010.t01	CP195787	1691044	1693077	-	2034	4544	5684	4455	1338	1418	1344
ACSMXK_08015.t01	CP195787	1693251	1694363	+	1113	2684	3499	2918	816	901	1096
ACSMXK_08020.t01	CP195787	1694360	1694815	-	456	1741	2815	2430	702	849	969
ACSMXK_08025.t01	CP195787	1695151	1695714	+	564	5368	7034	4652	739	915	1058
ACSMXK_08030.t01	CP195787	1695787	1697355	+	1569	1080	1285	1009	253	241	233
ACSMXK_08035.t01	CP195787	1697403	1698362	-	960	752	899	728	146	167	151
ACSMXK_08040.t01	CP195787	1698454	1698651	-	198	61	48	45	32	39	23
ACSMXK_08045.t01	CP195787	1699083	1699871	+	789	492	703	458	102	95	110
ACSMXK_08050.t01	CP195787	1699868	1700668	+	801	422	517	431	134	159	101
ACSMXK_08055.t01	CP195787	1700697	1701383	-	687	917	1114	1041	285	276	333
ACSMXK_08060.t01	CP195787	1701434	1702894	-	1461	2294	3210	2448	542	428	610
ACSMXK_08065.t01	CP195787	1703051	1703950	-	900	3640	4852	4135	1161	1273	1398
ACSMXK_08070.t01	CP195787	1704181	1705557	-	1377	1113	1642	1074	336	283	295
ACSMXK_08075.t01	CP195787	1705674	1706381	-	708	2222	3353	2774	1050	1213	1444
ACSMXK_08080.t01	CP195787	1706388	1707776	-	1389	1894	2598	2216	737	889	1138
ACSMXK_08085.t01	CP195787	1707773	1709173	-	1401	499	495	484	143	141	167
ACSMXK_08090.t01	CP195787	1709186	1712263	-	3078	1117	1359	1249	363	388	364
ACSMXK_08095.t01	CP195787	1712260	1715382	-	3123	1820	2495	1743	587	534	606
ACSMXK_08100.t01	CP195787	1715382	1716611	-	1230	1601	2496	1841	507	623	752
ACSMXK_08105.t01	CP195787	1717510	1718862	-	1353	1543	2000	1505	267	286	310
ACSMXK_08110.t01	CP195787	1718938	1722273	-	3336	7593	10058	7821	2901	3042	3446
ACSMXK_08115.t01	CP195787	1722441	1723052	-	612	1518	2170	1768	590	694	809
ACSMXK_08120.t01	CP195787	1723331	1723972	+	642	2403	3242	2088	677	728	672
ACSMXK_08125.t01	CP195787	1724057	1724638	+	582	5243	8160	6505	3138	3460	4208
ACSMXK_08130.t01	CP195787	1724653	1726461	+	1809	5609	8375	6597	1379	1634	1945
ACSMXK_08135.t01	CP195787	1726486	1728057	-	1572	918	1464	1138	222	218	276
ACSMXK_08140.t01	CP195787	1728835	1730268	+	1434	680	965	960	80	132	110
ACSMXK_08145.t01	CP195787	1730543	1731682	+	1140	1111	1577	1180	128	158	186
ACSMXK_08150.t01	CP195787	1731692	1732126	+	435	229	332	231	23	57	31
ACSMXK_08155.t01	CP195787	1732139	1734316	+	2178	1768	2414	1784	297	279	335
ACSMXK_08160.t01	CP195787	1734563	1735699	+	1137	959	1324	932	185	176	219
ACSMXK_08165.t01	CP195787	1735828	1736745	+	918	1668	2522	2129	1068	1084	1363
ACSMXK_08170.t01	CP195787	1736827	1737579	+	753	796	943	858	139	165	141
ACSMXK_08175.t01	CP195787	1737626	1738660	+	1035	751	845	832	99	79	112
ACSMXK_08180.t01	CP195787	1738749	1740959	+	2211	2169	2645	2358	456	458	474
ACSMXK_08185.t01	CP195787	1741110	1742372	+	1263	1392	1940	1737	279	287	229
ACSMXK_08190.t01	CP195787	1742377	1743600	+	1224	1542	2070	1904	217	282	302
ACSMXK_08195.t01	CP195787	1743597	1744937	+	1341	3434	4329	4134	554	698	746
ACSMXK_08200.t01	CP195787	1745206	1746102	+	897	6405	8766	7762	1465	1743	2002
ACSMXK_08205.t01	CP195787	1746152	1747165	+	1014	8730	11735	10905	2507	2496	2906
ACSMXK_08210.t01	CP195787	1747270	1748262	-	993	7559	10266	9029	2785	2717	2809
ACSMXK_08215.t01	CP195787	1748310	1749200	-	891	6106	7733	7027	2146	2352	2444
ACSMXK_08220.t01	CP195787	1749166	1749921	-	756	6417	7696	7238	2999	3219	3282
ACSMXK_08225.t01	CP195787	1749924	1750724	-	801	5662	7521	6562	4348	4420	4831
ACSMXK_08230.t01	CP195787	1750717	1751421	-	705	8056	10296	9168	5188	5145	5231
ACSMXK_08235.t01	CP195787	1751418	1752959	-	1542	18793	23696	20051	9918	9967	10188
ACSMXK_08240.t01	CP195787	1752956	1753330	-	375	2580	3502	2844	1529	1417	1518
ACSMXK_08245.t01	CP195787	1753327	1754115	-	789	7830	9746	8965	5712	5497	5661
ACSMXK_08250.t01	CP195787	1754786	1756195	+	1410	17423	21410	18255	4314	4666	5285
ACSMXK_08255.t01	CP195787	1756243	1757541	-	1299	2189	3345	2848	590	543	598
ACSMXK_08260.t01	CP195787	1757648	1758445	-	798	1100	1346	1128	205	244	190
ACSMXK_08265.t01	CP195787	1759008	1759970	+	963	5189	6469	5902	5491	5950	6628
ACSMXK_08270.t01	CP195787	1760250	1760861	-	612	2864	3864	2474	352	393	452
ACSMXK_08275.t01	CP195787	1760855	1761631	-	777	2930	3808	2826	345	360	371
ACSMXK_08280.t01	CP195787	1761613	1762350	-	738	3793	4971	3507	337	339	342
ACSMXK_08285.t01	CP195787	1762350	1762940	-	591	2511	3611	2476	245	254	303
ACSMXK_08290.t01	CP195787	1762940	1764007	-	1068	5237	7706	4636	516	480	573
ACSMXK_08295.t01	CP195787	1764010	1765080	-	1071	3271	5001	3027	309	314	312
ACSMXK_08300.t01	CP195787	1765077	1766384	-	1308	4274	6188	4316	430	488	448
ACSMXK_08305.t01	CP195787	1766388	1767287	-	900	4938	6838	5272	398	343	429
ACSMXK_08310.t01	CP195787	1767436	1767483	-	48	505	627	542	25	22	19
ACSMXK_08315.t01	CP195787	1767662	1768489	+	828	2985	3506	2939	1150	1470	1507
ACSMXK_08320.t01	CP195787	1768536	1769813	-	1278	3576	3709	3198	4120	4256	4727
ACSMXK_08325.t01	CP195787	1769841	1770398	-	558	1634	1385	1354	1198	1270	1578
ACSMXK_08330.t01	CP195787	1770395	1771156	-	762	3728	3654	3261	2188	2617	3413
ACSMXK_08335.t01	CP195787	1771370	1772785	+	1416	29464	41758	33378	18432	22352	23487
ACSMXK_08340.t01	CP195787	1773010	1773174	+	165	822	1454	1045	232	259	358
ACSMXK_08345.t01	CP195787	1773164	1774522	+	1359	2158	2641	2040	1319	1554	1621
ACSMXK_08350.t01	CP195787	1774564	1775331	-	768	616	807	558	264	228	284
ACSMXK_08355.t01	CP195787	1775596	1776501	+	906	829	1110	802	841	1001	1062
ACSMXK_08360.t01	CP195787	1776501	1777763	+	1263	858	1230	841	571	692	699
ACSMXK_08365.t01	CP195787	1777756	1778382	+	627	375	539	409	270	252	319
ACSMXK_08370.t01	CP195787	1778382	1779167	+	786	1035	1510	1128	572	604	697
ACSMXK_08375.t01	CP195787	1779297	1780652	+	1356	388	501	450	172	190	211
ACSMXK_08380.t01	CP195787	1780698	1782119	-	1422	3320	3942	3200	410	437	377
ACSMXK_08385.t01	CP195787	1782317	1783474	+	1158	898	1344	1053	453	464	524
ACSMXK_08390.t01	CP195787	1783684	1784739	+	1056	1198	1366	1077	240	233	347
ACSMXK_08395.t01	CP195787	1784900	1785226	+	327	3072	3738	3028	1369	1586	1697
ACSMXK_08400.t01	CP195787	1785299	1786357	-	1059	2275	2538	2141	473	547	608
ACSMXK_08405.t01	CP195787	1786450	1787364	-	915	3955	5159	4173	1162	1276	1386
ACSMXK_08410.t01	CP195787	1787634	1788656	+	1023	2015	1914	1558	552	520	600
ACSMXK_08415.t01	CP195787	1789116	1789598	+	483	615	781	931	10	7	6
ACSMXK_08420.t01	CP195787	1789630	1790112	+	483	105	193	188	2	4	2
ACSMXK_08425.t01	CP195787	1790149	1790985	+	837	864	1254	1174	140	140	153
ACSMXK_08430.t01	CP195787	1791652	1791903	+	252	452	484	389	180	144	201
ACSMXK_08435.t01	CP195787	1791969	1792238	+	270	2983	4458	3683	5004	4779	6443
ACSMXK_08440.r01	CP195787	1792364	1792439	-	76	226	349	256	9	12	23
ACSMXK_08445.t01	CP195787	1792745	1793866	+	1122	3248	3923	3260	1408	1644	1769
ACSMXK_08450.t01	CP195787	1793939	1794769	-	831	2895	3647	3069	712	827	1002
ACSMXK_08455.t01	CP195787	1794787	1796169	-	1383	3572	4987	4473	1072	1360	1437
ACSMXK_08460.t01	CP195787	1796234	1796881	-	648	391	564	392	83	111	96
ACSMXK_08465.t01	CP195787	1797029	1797655	-	627	454	689	389	168	222	209
ACSMXK_08470.t01	CP195787	1797917	1798387	+	471	373	499	490	144	150	214
ACSMXK_08475.t01	CP195787	1798658	1799059	-	402	844	997	811	303	360	351
ACSMXK_08480.r01	CP195787	1799309	1799384	-	76	86	107	82	19	30	23
ACSMXK_08485.t01	CP195787	1799874	1800221	+	348	842	923	727	172	180	153
ACSMXK_08490.t01	CP195787	1800494	1802293	+	1800	5139	7841	6952	2935	3319	4087
ACSMXK_08495.t01	CP195787	1802596	1803783	-	1188	3727	5502	4155	334	374	454
ACSMXK_08500.t01	CP195787	1804367	1805731	+	1365	779	1298	811	67	65	78
ACSMXK_08505.t01	CP195787	1805913	1806695	-	783	700	1016	763	88	92	79
ACSMXK_08510.t01	CP195787	1806695	1808578	-	1884	2722	3341	2502	470	528	509
ACSMXK_08515.t01	CP195787	1808639	1810297	-	1659	2590	3511	2487	162	165	160
ACSMXK_08520.t01	CP195787	1810453	1811313	-	861	1579	2400	1777	64	95	65
ACSMXK_08525.t01	CP195787	1811380	1812054	-	675	1571	2447	1844	70	90	108
ACSMXK_08530.t01	CP195787	1812047	1815067	-	3021	5633	7990	6270	163	150	214
ACSMXK_08535.t01	CP195787	1815080	1815367	-	288	239	391	303	4	4	15
ACSMXK_08540.t01	CP195787	1815379	1816635	-	1257	1559	2173	1872	71	51	55
ACSMXK_08545.t01	CP195787	1816718	1817983	-	1266	1771	2713	2061	98	99	90
ACSMXK_08550.t01	CP195787	1818297	1819673	+	1377	947	1205	1019	135	108	151
ACSMXK_08555.t01	CP195787	1820009	1821157	+	1149	20205	22071	22021	6717	7436	8336
ACSMXK_08560.t01	CP195787	1821367	1822344	+	978	1465	2070	1879	79	72	70
ACSMXK_08565.t01	CP195787	1822383	1822910	+	528	561	818	665	24	31	18
ACSMXK_08570.t01	CP195787	1823004	1825067	+	2064	2331	3521	2788	203	177	151
ACSMXK_08575.t01	CP195787	1825134	1827092	+	1959	2105	2916	2168	140	172	126
ACSMXK_08580.t01	CP195787	1827092	1828330	+	1239	1778	2570	1821	111	116	118
ACSMXK_08585.t01	CP195787	1828320	1829111	+	792	1162	1733	1325	63	97	102
ACSMXK_08590.t01	CP195787	1829160	1830425	-	1266	1499	2288	1820	128	116	197
ACSMXK_08595.t01	CP195787	1830787	1831914	+	1128	1740	2749	2107	104	107	150
ACSMXK_08600.r01	CP195787	1832205	1832280	-	76	95	149	198	71	86	73
ACSMXK_08605.t01	CP195787	1832784	1833707	+	924	1948	2072	2119	1228	1368	1407
ACSMXK_08610.t01	CP195787	1833739	1835223	+	1485	1937	2000	2116	1021	1065	1003
ACSMXK_08615.t01	CP195787	1835247	1836272	+	1026	1375	1337	1346	575	687	694
ACSMXK_08620.t01	CP195787	1836836	1837753	+	918	29589	31279	29040	139	135	145
ACSMXK_08625.t01	CP195787	1837957	1838916	+	960	323	274	244	66	80	94
ACSMXK_08630.t01	CP195787	1839054	1840511	+	1458	1001	1002	761	109	125	129
ACSMXK_08635.t01	CP195787	1840865	1842334	+	1470	8576	7919	7529	82	72	89
ACSMXK_08640.t01	CP195787	1842367	1843035	+	669	2921	2809	3040	38	22	37
ACSMXK_08645.t01	CP195787	1843046	1844323	+	1278	6324	5830	5704	104	40	74
ACSMXK_08650.t01	CP195787	1844475	1846082	+	1608	9259	8245	6988	71	98	134
ACSMXK_08655.t01	CP195787	1846110	1847063	+	954	3166	2800	2391	46	39	39
ACSMXK_08660.t01	CP195787	1847063	1847911	+	849	2418	2310	1787	21	29	29
ACSMXK_08665.t01	CP195787	1847908	1849572	+	1665	7703	8002	5852	165	134	132
ACSMXK_08670.t01	CP195787	1849656	1850987	+	1332	4805	5187	3393	95	84	100
ACSMXK_08675.t01	CP195787	1850998	1851840	+	843	3210	3496	2180	86	77	83
ACSMXK_08680.t01	CP195787	1851840	1852766	+	927	2228	2604	1615	53	108	47
ACSMXK_08685.t01	CP195787	1852768	1853901	+	1134	3270	3564	2242	163	132	198
ACSMXK_08690.t01	CP195787	1854015	1855328	+	1314	7197	7981	5678	268	289	306
ACSMXK_08695.t01	CP195787	1855578	1856093	+	516	4844	5459	4885	545	644	641
ACSMXK_08700.t01	CP195787	1856232	1858013	+	1782	5986	8096	6557	1195	1375	1714
ACSMXK_08705.t01	CP195787	1858112	1858954	+	843	3151	4581	3391	1155	1153	1526
ACSMXK_08710.t01	CP195787	1859170	1859886	+	717	117	122	90	63	49	47
ACSMXK_08715.t01	CP195787	1859883	1860332	+	450	12	35	26	16	22	10
ACSMXK_08720.t01	CP195787	1860329	1860913	+	585	24	51	9	32	29	29
ACSMXK_08725.t01	CP195787	1860904	1861980	+	1077	60	86	62	105	107	100
ACSMXK_08730.t01	CP195787	1861973	1862821	+	849	104	110	62	77	74	64
ACSMXK_08735.t01	CP195787	1862811	1863572	+	762	41	83	73	24	51	44
ACSMXK_08740.t01	CP195787	1863572	1864291	+	720	60	42	70	62	62	52
ACSMXK_08745.t01	CP195787	1864288	1865424	+	1137	222	313	275	128	189	165
ACSMXK_08750.t01	CP195787	1865424	1865960	+	537	162	196	108	64	98	90
ACSMXK_08755.t01	CP195787	1865957	1866727	+	771	327	566	444	226	204	264
ACSMXK_08760.t01	CP195787	1866928	1867758	+	831	121	191	130	67	60	73
ACSMXK_08765.t01	CP195787	1867784	1868713	+	930	240	278	197	96	91	116
ACSMXK_08770.t01	CP195787	1868833	1869687	+	855	157	235	155	46	59	75
ACSMXK_08775.t01	CP195787	1869690	1870574	+	885	201	277	190	92	68	80
ACSMXK_08780.t01	CP195787	1870528	1873128	-	2601	700	709	742	184	208	185
ACSMXK_08785.t01	CP195787	1873275	1874789	+	1515	827	513	706	92	86	71
ACSMXK_08790.t01	CP195787	1874800	1875780	+	981	215	122	205	30	31	30
ACSMXK_08795.t01	CP195787	1875852	1876790	+	939	481	332	395	87	91	93
ACSMXK_08800.t01	CP195787	1876838	1877530	+	693	280	210	214	41	38	31
ACSMXK_08805.t01	CP195787	1877530	1878390	+	861	208	167	166	43	39	45
ACSMXK_08810.t01	CP195787	1878391	1879443	+	1053	557	586	597	305	324	428
ACSMXK_08815.t01	CP195787	1879380	1880123	-	744	3993	3900	4278	2777	3026	3565
ACSMXK_08820.t01	CP195787	1880561	1881859	+	1299	3028	2996	3014	158	178	167
ACSMXK_08825.t01	CP195787	1882256	1883299	+	1044	1415	1589	1323	471	525	469
ACSMXK_08830.t01	CP195787	1883377	1884831	-	1455	2692	3410	2567	611	713	865
ACSMXK_08835.t01	CP195787	1885222	1886637	+	1416	7478	10702	8972	1950	2169	2569
ACSMXK_08840.t01	CP195787	1887716	1888312	+	597	3640	6029	5548	595	674	792
ACSMXK_08845.t01	CP195787	1888336	1888839	+	504	1958	2781	2470	316	297	382
ACSMXK_08850.t01	CP195787	1888861	1890201	+	1341	4622	7234	6733	720	769	826
ACSMXK_08855.t01	CP195787	1890218	1891465	+	1248	2955	4717	3843	395	359	421
ACSMXK_08860.t01	CP195787	1891469	1895095	+	3627	9671	15578	12218	1186	1441	1726
ACSMXK_08865.t01	CP195787	1895110	1895826	+	717	2358	3031	2664	389	377	573
ACSMXK_08870.t01	CP195787	1895837	1896862	+	1026	3504	4828	3807	739	951	1010
ACSMXK_08875.t01	CP195787	1896943	1897473	+	531	3058	4244	3302	806	839	1048
ACSMXK_08880.t01	CP195787	1897473	1898972	+	1500	8234	11224	9132	2719	2889	2786
ACSMXK_08885.t01	CP195787	1899513	1899995	+	483	3087	4585	3964	423	332	329
ACSMXK_08890.t01	CP195787	1900065	1900922	+	858	2929	3437	3150	599	527	533
ACSMXK_08895.t01	CP195787	1900941	1901492	+	552	2188	2746	2264	438	401	338
ACSMXK_08900.t01	CP195787	1902004	1902813	+	810	3851	5030	4068	620	536	560
ACSMXK_08905.t01	CP195787	1903569	1903970	+	402	1521	1924	1651	378	295	285
ACSMXK_08910.t01	CP195787	1904293	1904619	+	327	369	472	375	51	49	48
ACSMXK_08915.t01	CP195787	1904616	1905041	+	426	980	1138	1015	351	282	287
ACSMXK_08920.t01	CP195787	1905548	1907404	+	1857	6960	8924	7509	1160	1154	1264
ACSMXK_08925.t01	CP195787	1907401	1908192	+	792	1932	2438	1987	193	270	259
ACSMXK_08930.t01	CP195787	1908203	1909207	+	1005	2387	3055	2416	319	269	343
ACSMXK_08935.t01	CP195787	1909224	1910051	+	828	2338	3083	2504	296	345	370
ACSMXK_08940.t01	CP195787	1910041	1910616	+	576	1063	1325	996	142	164	168
ACSMXK_08945.t01	CP195787	1910619	1912496	+	1878	5218	6735	5498	843	780	1006
ACSMXK_08950.t01	CP195787	1912493	1913539	+	1047	1545	1959	1516	271	310	282
ACSMXK_08955.t01	CP195787	1913595	1916204	+	2610	5469	7053	6150	1053	1005	1011
ACSMXK_08960.t01	CP195787	1916234	1917724	+	1491	2753	3598	3235	491	520	468
ACSMXK_08965.t01	CP195787	1917736	1919673	+	1938	2936	4186	3518	570	553	631
ACSMXK_08970.t01	CP195787	1919688	1920482	+	795	2599	3359	2932	434	415	430
ACSMXK_08975.t01	CP195787	1920486	1921748	+	1263	3178	3856	3574	416	414	376
ACSMXK_08980.t01	CP195787	1921752	1922108	+	357	2499	2627	2064	521	520	523
ACSMXK_08985	CP195787	1922188	1922663	-	476	2036	2571	2178	237	327	372
ACSMXK_08990.t01	CP195787	1923823	1924365	+	543	1400	1425	1473	120	142	143
ACSMXK_08995.t01	CP195787	1924586	1924900	+	315	504	554	602	52	39	45
ACSMXK_09000.t01	CP195787	1924985	1925518	+	534	565	800	751	65	47	89
ACSMXK_09005.t01	CP195787	1926080	1926484	+	405	1296	1869	1674	204	200	256
ACSMXK_09010.t01	CP195787	1926696	1927343	+	648	1078	1381	1210	99	155	152
ACSMXK_09015.t01	CP195787	1927355	1927555	+	201	218	311	273	29	25	31
ACSMXK_09020	CP195787	1927800	1929572	+	1773	1324	1946	1548	217	211	258
ACSMXK_09025.t01	CP195787	1929569	1930054	+	486	456	579	402	66	65	82
ACSMXK_09030.t01	CP195787	1930785	1931102	+	318	203	310	257	25	27	22
ACSMXK_09035.t01	CP195787	1931104	1931595	+	492	656	857	773	94	85	97
ACSMXK_09040.t01	CP195787	1931713	1932054	+	342	497	696	575	57	66	57
ACSMXK_09045.t01	CP195787	1932672	1933160	+	489	1743	2526	1835	8809	9436	12459
ACSMXK_09050.t01	CP195787	1933244	1933540	+	297	1126	1466	997	8434	9106	10055
ACSMXK_09055.t01	CP195787	1933789	1934592	+	804	188	296	174	45	47	43
ACSMXK_09060.t01	CP195787	1934642	1935556	+	915	186	247	169	41	48	37
ACSMXK_09065.t01	CP195787	1935586	1936560	+	975	287	374	261	54	64	60
ACSMXK_09070.t01	CP195787	1936872	1939085	+	2214	7144	9747	9019	2279	2664	2706
ACSMXK_09075.t01	CP195787	1939098	1940648	+	1551	2611	3286	2925	859	893	954
ACSMXK_09080.t01	CP195787	1940645	1940773	+	129	0	0	0	0	0	0
ACSMXK_09085.t01	CP195787	1940784	1944896	+	4113	4732	5677	5166	2147	1879	2016
ACSMXK_09090.t01	CP195787	1944890	1945642	+	753	2872	3190	2416	806	822	810
