# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_07345.t01	CP195871	1607889	1609322	+	1434	404	351	332	1332	1151	809
ACSMXP_07350.t01	CP195871	1609364	1611196	+	1833	286	177	186	773	590	473
ACSMXP_07355.t01	CP195871	1611193	1612518	+	1326	160	111	103	237	192	127
ACSMXP_07360.t01	CP195871	1612563	1614059	+	1497	307	208	253	1275	1202	747
ACSMXP_07365.t01	CP195871	1614124	1615530	+	1407	261	149	164	1371	1203	725
ACSMXP_07370.t01	CP195871	1615587	1624502	+	8916	1525	960	1052	12828	11633	8247
ACSMXP_07375.t01	CP195871	1624499	1625278	+	780	157	122	110	1092	1126	800
ACSMXP_07380.t01	CP195871	1625283	1626161	+	879	205	169	187	2710	2572	1633
ACSMXP_07385.t01	CP195871	1626238	1627086	+	849	118	104	129	999	932	641
ACSMXP_07390.t01	CP195871	1627162	1627902	+	741	162	105	102	1246	1413	945
ACSMXP_07395.t01	CP195871	1627916	1628932	+	1017	151	88	140	897	1061	707
ACSMXP_07400.t01	CP195871	1628959	1629777	+	819	106	74	90	1568	1424	1013
ACSMXP_07405.t01	CP195871	1629774	1630727	+	954	110	87	82	977	912	588
ACSMXP_07410.t01	CP195871	1630724	1631833	+	1110	146	103	118	696	628	474
ACSMXP_07415.t01	CP195871	1631830	1632960	+	1131	172	108	123	820	782	538
ACSMXP_07420.t01	CP195871	1633001	1634095	+	1095	314	264	213	1915	1920	1309
ACSMXP_07425.t01	CP195871	1634153	1634968	+	816	139	169	151	2208	1981	1625
ACSMXP_07430.t01	CP195871	1634965	1635927	+	963	137	117	146	1155	934	742
ACSMXP_07435.t01	CP195871	1635950	1637266	+	1317	918	875	809	4895	3875	3278
ACSMXP_07440.t01	CP195871	1637333	1637644	+	312	318	309	292	1580	1369	1063
ACSMXP_07445.t01	CP195871	1637777	1638703	-	927	582	523	483	767	711	516
ACSMXP_07450.t01	CP195871	1638852	1639244	+	393	4965	5449	4455	315	196	243
ACSMXP_07455.t01	CP195871	1639354	1639845	-	492	3670	3008	3051	194	196	170
ACSMXP_07460.t01	CP195871	1640012	1640545	+	534	1627	1281	1386	579	472	475
ACSMXP_07465.t01	CP195871	1640777	1641577	+	801	1385	1270	1173	1796	1506	1364
ACSMXP_07470.t01	CP195871	1641591	1642976	-	1386	468	551	409	589	473	400
ACSMXP_07475.t01	CP195871	1642973	1643491	-	519	139	214	182	353	313	314
ACSMXP_07480.t01	CP195871	1643529	1644332	-	804	739	913	776	1034	854	824
ACSMXP_07485.t01	CP195871	1644713	1645534	+	822	322	357	285	358	316	311
ACSMXP_07490.t01	CP195871	1645531	1646448	-	918	630	811	732	1917	1820	1336
ACSMXP_07495.t01	CP195871	1646551	1647285	+	735	1085	1004	895	339	328	250
ACSMXP_07500.t01	CP195871	1647319	1648089	-	771	428	443	451	926	927	582
ACSMXP_07505.t01	CP195871	1648348	1649352	+	1005	311	250	202	421	269	256
ACSMXP_07510.t01	CP195871	1649349	1650650	+	1302	188	140	119	69	68	91
ACSMXP_07515.t01	CP195871	1650687	1651688	+	1002	205	202	218	186	153	155
ACSMXP_07520.t01	CP195871	1651869	1653041	-	1173	227	141	171	78	48	44
ACSMXP_07525.t01	CP195871	1653026	1653631	-	606	180	136	154	26	34	36
ACSMXP_07530.t01	CP195871	1653824	1654510	-	687	362	324	270	216	141	149
ACSMXP_07535.t01	CP195871	1654566	1655903	-	1338	833	705	629	186	126	156
ACSMXP_07540.t01	CP195871	1655961	1656740	-	780	501	433	428	123	101	98
ACSMXP_07545.t01	CP195871	1656823	1657650	-	828	770	737	585	328	214	278
ACSMXP_07550.t01	CP195871	1657710	1658435	-	726	366	320	332	137	136	107
ACSMXP_07555.t01	CP195871	1658464	1659798	-	1335	1385	960	925	344	249	228
ACSMXP_07560.t01	CP195871	1659932	1660843	+	912	392	330	327	505	523	344
ACSMXP_07565.t01	CP195871	1661060	1663036	+	1977	1844	1519	1396	191	175	150
ACSMXP_07570.t01	CP195871	1663089	1663817	-	729	511	488	502	246	196	179
ACSMXP_07575.t01	CP195871	1663999	1665357	+	1359	599	487	490	252	251	170
ACSMXP_07580.t01	CP195871	1665393	1666667	+	1275	286	248	188	204	137	161
ACSMXP_07585.t01	CP195871	1666823	1668154	+	1332	498	404	373	450	418	298
ACSMXP_07590.t01	CP195871	1668186	1668995	-	810	460	385	311	439	409	234
ACSMXP_07595.t01	CP195871	1669054	1669227	+	174	97	94	84	163	128	96
ACSMXP_07600.t01	CP195871	1669238	1669693	-	456	447	479	387	525	563	475
ACSMXP_07605.t01	CP195871	1669833	1670495	+	663	3369	4299	3478	8447	8021	6335
ACSMXP_07610.t01	CP195871	1670479	1671726	+	1248	2005	2152	1780	3671	3852	2760
ACSMXP_07615.t01	CP195871	1671999	1672880	+	882	241	189	210	329	314	258
ACSMXP_07620.t01	CP195871	1673622	1673876	+	255	196	150	85	819	679	600
ACSMXP_07625.t01	CP195871	1673968	1674609	-	642	86	44	61	22	25	12
ACSMXP_07630.t01	CP195871	1674647	1675150	-	504	58	44	51	29	25	6
ACSMXP_07635.t01	CP195871	1675156	1675935	-	780	95	74	76	44	30	13
ACSMXP_07640.t01	CP195871	1675925	1676860	-	936	165	129	144	83	55	47
ACSMXP_07645.t01	CP195871	1676891	1677202	-	312	108	56	62	262	260	224
ACSMXP_07650.t01	CP195871	1677335	1677646	-	312	92	63	81	36	30	31
ACSMXP_07655.t01	CP195871	1677839	1679791	-	1953	359	272	264	141	107	133
ACSMXP_07660.t01	CP195871	1680582	1680806	+	225	37	37	80	112	96	77
ACSMXP_07665.t01	CP195871	1680793	1681677	+	885	114	82	87	131	110	107
ACSMXP_07670.t01	CP195871	1681736	1682800	+	1065	207	154	130	100	99	106
ACSMXP_07675.t01	CP195871	1682793	1683899	+	1107	153	145	121	234	174	179
ACSMXP_07680.t01	CP195871	1683955	1684773	+	819	114	87	114	124	96	79
ACSMXP_07685.t01	CP195871	1684808	1686022	+	1215	276	200	242	265	286	165
ACSMXP_07690.t01	CP195871	1686019	1687419	+	1401	289	219	212	576	460	358
ACSMXP_07695.t01	CP195871	1687448	1688332	+	885	135	135	102	157	180	116
ACSMXP_07700.t01	CP195871	1688416	1689678	+	1263	104	116	106	132	140	112
ACSMXP_07705.t01	CP195871	1689675	1690316	+	642	106	41	46	51	65	39
ACSMXP_07710.t01	CP195871	1690313	1691470	+	1158	185	141	137	134	177	108
ACSMXP_07715.t01	CP195871	1691523	1694207	+	2685	253	167	234	177	178	116
ACSMXP_07720.t01	CP195871	1694311	1695384	+	1074	180	94	120	52	87	61
ACSMXP_07725.t01	CP195871	1695453	1696040	+	588	90	61	79	15	18	14
ACSMXP_07730.t01	CP195871	1696037	1714921	+	18885	2619	1627	1990	1721	1438	1090
ACSMXP_07735.t01	CP195871	1715037	1716758	+	1722	280	323	340	549	423	411
ACSMXP_07740.t01	CP195871	1716834	1719197	+	2364	683	425	474	342	307	184
ACSMXP_07745.t01	CP195871	1719327	1720472	-	1146	308	315	295	274	178	166
ACSMXP_07750.t01	CP195871	1720715	1721668	+	954	284	182	200	259	174	126
ACSMXP_07755.t01	CP195871	1721995	1722312	+	318	65	81	70	57	32	40
ACSMXP_07760.t01	CP195871	1722399	1723202	+	804	201	154	137	79	79	46
ACSMXP_07765.t01	CP195871	1723219	1724373	-	1155	261	237	226	159	122	89
ACSMXP_07770.t01	CP195871	1724768	1726045	+	1278	724	560	549	773	669	551
ACSMXP_07775.t01	CP195871	1726135	1726731	+	597	167	105	110	70	53	29
ACSMXP_07780.t01	CP195871	1727360	1728838	+	1479	168	183	187	751	542	339
ACSMXP_07785.t01	CP195871	1728974	1729585	+	612	90	89	97	116	67	60
ACSMXP_07790.t01	CP195871	1729700	1729903	+	204	49	47	40	63	52	47
ACSMXP_07795	CP195871	1730067	1730452	+	386	233	305	267	595	387	409
ACSMXP_07800.t01	CP195871	1730510	1731706	-	1197	411	488	306	245	178	188
ACSMXP_07805.t01	CP195871	1731819	1732820	+	1002	566	742	571	998	818	746
ACSMXP_07810.t01	CP195871	1733232	1734521	+	1290	345	274	254	87	71	109
ACSMXP_07815.t01	CP195871	1734567	1735442	-	876	439	524	387	831	534	617
ACSMXP_07820.t01	CP195871	1735573	1736697	+	1125	275	255	253	257	216	237
ACSMXP_07825.t01	CP195871	1736747	1738294	+	1548	375	252	268	199	133	183
ACSMXP_07830.t01	CP195871	1738308	1739117	+	810	186	152	133	168	146	119
ACSMXP_07835.t01	CP195871	1739184	1739969	+	786	160	134	117	64	39	34
ACSMXP_07840.t01	CP195871	1740039	1740743	+	705	127	85	86	40	42	39
ACSMXP_07845.t01	CP195871	1740781	1741860	-	1080	243	174	175	103	96	100
ACSMXP_07850.t01	CP195871	1742192	1743235	+	1044	549	398	426	1127	876	602
ACSMXP_07855.t01	CP195871	1743572	1743877	+	306	82	84	57	41	44	28
ACSMXP_07860.t01	CP195871	1743912	1744490	-	579	207	155	146	169	111	132
ACSMXP_07865.t01	CP195871	1744891	1745640	+	750	258	290	226	443	270	342
ACSMXP_07870.t01	CP195871	1745655	1746587	+	933	266	375	305	199	143	186
ACSMXP_07875.t01	CP195871	1746577	1747479	+	903	254	179	204	148	129	105
ACSMXP_07880.t01	CP195871	1747604	1748047	+	444	423	517	353	1173	848	867
ACSMXP_07885.t01	CP195871	1748125	1749525	-	1401	366	272	301	246	133	122
ACSMXP_07890.t01	CP195871	1749622	1750800	-	1179	224	203	182	101	67	51
ACSMXP_07895.t01	CP195871	1750814	1751974	-	1161	218	202	198	169	172	145
ACSMXP_07900.t01	CP195871	1752034	1752900	-	867	182	103	132	70	51	59
ACSMXP_07905.t01	CP195871	1753059	1754012	+	954	377	309	409	697	459	504
ACSMXP_07910.t01	CP195871	1754106	1755002	+	897	813	876	788	735	586	561
ACSMXP_07915.t01	CP195871	1755250	1758465	+	3216	5640	6113	4938	2583	2060	1869
ACSMXP_07920.t01	CP195871	1758525	1763162	+	4638	4392	5411	4330	2149	1638	1801
ACSMXP_07925.t01	CP195871	1763180	1763581	+	402	365	351	357	153	117	116
ACSMXP_07930	CP195871	1763596	1765143	+	1548	1250	1611	1276	682	513	586
ACSMXP_07935.t01	CP195871	1765140	1765535	+	396	389	409	318	202	190	201
ACSMXP_07940	CP195871	1765603	1765845	+	243	679	782	718	453	438	393
ACSMXP_07945.t01	CP195871	1766082	1766471	+	390	402	447	399	127	112	90
ACSMXP_07950	CP195871	1766516	1766710	+	195	122	144	107	55	66	63
ACSMXP_07955.t01	CP195871	1767107	1767448	+	342	206	199	161	94	95	87
ACSMXP_07960.t01	CP195871	1767499	1767987	+	489	338	458	354	226	195	185
ACSMXP_07965.t01	CP195871	1768176	1771433	+	3258	612	627	478	629	434	462
ACSMXP_07970.t01	CP195871	1771565	1772008	+	444	88	89	62	182	160	184
ACSMXP_07975.t01	CP195871	1772107	1772478	+	372	115	96	94	2091	618	1553
ACSMXP_07980.t01	CP195871	1772569	1773831	-	1263	211	142	181	342	103	193
ACSMXP_07985.t01	CP195871	1773944	1774981	-	1038	276	210	170	155	37	113
ACSMXP_07990.t01	CP195871	1775258	1775923	+	666	639	767	563	896	736	644
ACSMXP_07995.t01	CP195871	1775910	1777319	+	1410	526	490	469	436	317	374
ACSMXP_08000.t01	CP195871	1777478	1778392	+	915	322	378	267	676	523	571
ACSMXP_08005.t01	CP195871	1778432	1778818	+	387	122	190	159	272	222	221
ACSMXP_08010.t01	CP195871	1779205	1779702	+	498	115	154	140	390	274	252
ACSMXP_08015.t01	CP195871	1779809	1781434	-	1626	440	487	349	1252	532	725
ACSMXP_08020.t01	CP195871	1781635	1783032	+	1398	299	203	199	953	288	512
ACSMXP_08025.t01	CP195871	1783139	1783519	+	381	1853	1619	1487	5785	5135	3933
ACSMXP_08030.t01	CP195871	1783525	1784001	+	477	537	414	508	630	565	510
ACSMXP_08035.t01	CP195871	1784095	1785801	-	1707	6276	7720	5983	4096	3904	2601
ACSMXP_08040.t01	CP195871	1786026	1786235	+	210	369	348	316	7879	3147	5800
ACSMXP_08045.t01	CP195871	1786605	1787825	-	1221	2246	2391	1973	3670	2995	2420
ACSMXP_08050.t01	CP195871	1788222	1790846	+	2625	11072	13460	11062	6995	7326	4881
ACSMXP_08055.t01	CP195871	1790943	1791887	-	945	279	308	223	311	308	264
ACSMXP_08060.t01	CP195871	1792017	1793435	+	1419	198	280	247	130	106	147
ACSMXP_08065.t01	CP195871	1793536	1794570	-	1035	226	161	183	241	162	151
ACSMXP_08070.t01	CP195871	1794615	1795838	-	1224	1027	996	798	984	820	612
ACSMXP_08075.t01	CP195871	1796183	1797211	+	1029	288	261	176	245	159	169
ACSMXP_08080.t01	CP195871	1797244	1798803	+	1560	299	256	265	174	129	137
ACSMXP_08085.t01	CP195871	1798800	1800002	+	1203	216	189	210	56	51	63
ACSMXP_08090.t01	CP195871	1800066	1800833	+	768	186	164	160	73	50	47
ACSMXP_08095.t01	CP195871	1800885	1801856	-	972	525	492	423	273	233	186
ACSMXP_08100.t01	CP195871	1801971	1803317	+	1347	359	370	268	68	39	32
ACSMXP_08105.t01	CP195871	1803584	1804120	+	537	511	607	503	409	316	236
ACSMXP_08110.t01	CP195871	1804221	1804562	-	342	222	217	201	941	840	568
ACSMXP_08115.t01	CP195871	1804748	1804978	+	231	195	265	173	578	508	398
ACSMXP_08120.t01	CP195871	1805018	1805464	+	447	109	152	160	243	157	116
ACSMXP_08125.t01	CP195871	1805529	1806407	+	879	82	52	56	32	18	17
ACSMXP_08130.t01	CP195871	1806400	1808709	+	2310	394	227	241	181	135	119
ACSMXP_08135.t01	CP195871	1808706	1809413	+	708	105	93	114	151	102	91
ACSMXP_08140.t01	CP195871	1809518	1810372	-	855	233	214	217	763	524	562
ACSMXP_08145.t01	CP195871	1810372	1811292	-	921	199	217	212	646	445	519
ACSMXP_08150.t01	CP195871	1811289	1813250	-	1962	306	179	225	724	404	534
ACSMXP_08155.t01	CP195871	1813262	1815238	-	1977	469	299	362	1377	904	1195
ACSMXP_08160.t01	CP195871	1815251	1816051	-	801	174	115	129	789	467	707
ACSMXP_08165.t01	CP195871	1816063	1817208	-	1146	228	178	213	954	582	764
ACSMXP_08170.t01	CP195871	1817305	1818381	-	1077	517	641	454	2226	1195	1782
ACSMXP_08175.t01	CP195871	1818597	1819481	+	885	286	293	243	646	435	564
ACSMXP_08180.t01	CP195871	1819474	1820493	+	1020	228	244	219	933	560	666
ACSMXP_08185.t01	CP195871	1820504	1821541	+	1038	166	162	172	481	319	369
ACSMXP_08190.t01	CP195871	1821700	1821927	+	228	545	532	525	718	600	495
ACSMXP_08195.t01	CP195871	1822050	1822454	+	405	314	387	279	517	413	294
ACSMXP_08200.t01	CP195871	1822426	1822911	+	486	411	520	384	826	664	606
ACSMXP_08205	CP195871	1823444	1823803	+	360	1429	1822	1390	2701	2205	1851
ACSMXP_08210.t01	CP195871	1824206	1824910	+	705	2369	2576	2433	2038	1665	1080
ACSMXP_08215.t01	CP195871	1825042	1826322	+	1281	1802	1836	1589	1792	1590	1020
ACSMXP_08220.t01	CP195871	1826332	1828848	+	2517	1176	997	921	1093	812	617
ACSMXP_08225.t01	CP195871	1828938	1829594	+	657	347	256	258	230	216	136
ACSMXP_08230.t01	CP195871	1829697	1830578	-	882	3783	4833	3843	5679	3636	3760
ACSMXP_08235.t01	CP195871	1830711	1833578	-	2868	6638	7850	6344	5281	4617	3357
ACSMXP_08240.t01	CP195871	1833932	1836301	+	2370	3992	5010	3846	4567	4474	3391
ACSMXP_08245.t01	CP195871	1836298	1837128	+	831	1393	1698	1488	1006	898	697
ACSMXP_08250.t01	CP195871	1837217	1838464	-	1248	13945	18725	14273	1560	783	929
ACSMXP_08255.t01	CP195871	1838853	1840538	+	1686	9139	7634	7141	286	271	217
ACSMXP_08260.t01	CP195871	1840660	1841559	-	900	2861	4678	3275	353	248	215
ACSMXP_08265.t01	CP195871	1841573	1841776	-	204	173	232	131	21	15	8
ACSMXP_08270.t01	CP195871	1841773	1843983	-	2211	3193	4865	3518	696	669	506
ACSMXP_08275.t01	CP195871	1843995	1845716	-	1722	3765	7463	5283	1586	1514	1203
ACSMXP_08280.t01	CP195871	1845935	1846876	+	942	2777	5203	3364	2419	2000	1575
ACSMXP_08285.t01	CP195871	1847027	1847191	+	165	5099	8463	6610	30810	35722	32397
ACSMXP_08290.t01	CP195871	1847357	1848202	-	846	1108	1274	945	2196	2498	1736
ACSMXP_08295.t01	CP195871	1848301	1849722	-	1422	1670	1990	1629	1804	1794	1307
ACSMXP_08300.t01	CP195871	1849754	1850233	-	480	188	161	156	168	155	101
ACSMXP_08305.t01	CP195871	1850230	1850838	-	609	1050	1111	880	885	711	627
ACSMXP_08310.t01	CP195871	1850923	1852236	+	1314	3279	4210	3645	3310	2741	2817
ACSMXP_08315.t01	CP195871	1852356	1852676	-	321	3754	5848	4515	9253	8038	7663
ACSMXP_08320.t01	CP195871	1852906	1853376	+	471	4942	6798	5340	7296	4240	4875
ACSMXP_08325.t01	CP195871	1853560	1855494	+	1935	2173	2052	1940	1141	1099	813
ACSMXP_08330.t01	CP195871	1855658	1856758	+	1101	6195	8566	6848	5033	5313	3688
ACSMXP_08335.t01	CP195871	1856886	1858559	-	1674	6347	8073	6774	10568	9435	7317
ACSMXP_08340.t01	CP195871	1858729	1859505	+	777	4270	5749	4585	6068	5318	4830
ACSMXP_08345.t01	CP195871	1859539	1859970	+	432	2347	2911	2367	2901	2739	2340
ACSMXP_08350.t01	CP195871	1860031	1860576	-	546	582	662	529	411	302	309
ACSMXP_08355.t01	CP195871	1860799	1861503	+	705	10920	14284	10826	39662	34953	26556
ACSMXP_08360.t01	CP195871	1861505	1862146	+	642	7086	8676	6931	26655	23747	18289
ACSMXP_08365.t01	CP195871	1862409	1863308	+	900	2263	2403	2123	2791	2507	1772
ACSMXP_08370.t01	CP195871	1863390	1863743	+	354	2156	2646	1955	1525	1439	1092
ACSMXP_08375.t01	CP195871	1863775	1866009	+	2235	5185	5581	4880	5522	5632	3430
ACSMXP_08380.r01	CP195871	1866087	1866163	+	77	2022	1804	1970	921	561	467
ACSMXP_08385.t01	CP195871	1866414	1868321	+	1908	10708	15982	12223	8796	8919	6527
ACSMXP_08390.t01	CP195871	1868371	1868895	+	525	29857	39852	31668	12980	12222	10239
ACSMXP_08395.t01	CP195871	1869084	1869281	+	198	16620	18656	16065	6241	6693	4448
ACSMXP_08400.t01	CP195871	1869311	1869670	+	360	10791	11629	9697	4428	3897	3229
ACSMXP_08405.t01	CP195871	1869819	1870832	+	1014	5210	4864	4398	2265	2223	1662
ACSMXP_08410.t01	CP195871	1870912	1873341	+	2430	4241	4516	3628	2552	2824	1730
ACSMXP_08415.t01	CP195871	1873415	1873816	+	402	1430	1580	1393	1557	1431	1124
ACSMXP_08420.t01	CP195871	1873873	1874283	+	411	559	598	532	436	444	274
ACSMXP_08425.t01	CP195871	1874387	1876561	-	2175	687	587	553	761	738	511
ACSMXP_08430.t01	CP195871	1876923	1877093	+	171	894	1108	921	2452	1359	1881
ACSMXP_08435.t01	CP195871	1877145	1878593	-	1449	778	858	663	836	742	602
ACSMXP_08440.t01	CP195871	1878826	1880070	+	1245	322	259	227	111	101	82
ACSMXP_08445.r01	CP195871	1880156	1880232	+	77	31	29	23	5	5	5
ACSMXP_08450.t01	CP195871	1880446	1881669	+	1224	4275	4916	4045	6120	5589	4261
ACSMXP_08455.t01	CP195871	1882163	1882453	+	291	1462	1895	1400	2104	1752	1661
ACSMXP_08460.t01	CP195871	1882505	1882759	-	255	1910	2488	1839	8856	7766	5879
ACSMXP_08465.t01	CP195871	1882917	1883177	-	261	29540	46786	30637	249503	226087	187176
ACSMXP_08470.t01	CP195871	1883406	1884122	-	717	5470	8816	6657	13966	13433	10608
ACSMXP_08475.t01	CP195871	1884323	1884640	+	318	11839	14073	11492	19520	18035	13656
ACSMXP_08480	CP195871	1885231	1885626	-	396	67999	69553	60406	12704	8886	8229
ACSMXP_08485.t01	CP195871	1886045	1886947	+	903	659	794	657	747	662	481
ACSMXP_08490.t01	CP195871	1887012	1888217	+	1206	1966	2019	1912	3060	2643	2317
ACSMXP_08495.t01	CP195871	1888522	1889622	+	1101	16907	16219	14275	14701	13833	9837
ACSMXP_08500.t01	CP195871	1889686	1891395	+	1710	5557	6343	5299	5460	5401	3673
ACSMXP_08505.t01	CP195871	1891687	1892148	+	462	4623	4958	4130	2451	2258	1738
ACSMXP_08510.t01	CP195871	1892145	1893620	+	1476	11194	14035	11667	10523	9128	6925
ACSMXP_08515.t01	CP195871	1893714	1896680	+	2967	22657	29120	22932	33137	33886	23083
ACSMXP_08520.t01	CP195871	1896792	1897160	+	369	997	1251	968	1548	1624	1131
ACSMXP_08525.t01	CP195871	1897187	1898125	+	939	960	1044	917	578	627	420
ACSMXP_08530.t01	CP195871	1898223	1899794	-	1572	1223	1378	1081	671	585	470
ACSMXP_08535.t01	CP195871	1899808	1901040	-	1233	1404	1500	1216	618	536	415
ACSMXP_08540.t01	CP195871	1901112	1902674	-	1563	2074	2872	2450	1808	1743	1409
ACSMXP_08545.t01	CP195871	1902726	1903235	-	510	692	1201	797	465	363	277
ACSMXP_08550.t01	CP195871	1903562	1905382	+	1821	11590	14550	11697	6274	6560	3919
ACSMXP_08555.t01	CP195871	1905715	1908585	+	2871	64877	103129	76476	27796	21536	19396
ACSMXP_08560.t01	CP195871	1908713	1909996	+	1284	14697	13312	12402	4942	4222	3246
ACSMXP_08565.t01	CP195871	1910084	1911514	+	1431	9928	10984	9206	3855	3900	2682
ACSMXP_08570.t01	CP195871	1911636	1912733	+	1098	1703	2027	1641	779	845	567
ACSMXP_08575.t01	CP195871	1912883	1913338	+	456	1872	1591	1380	5922	4696	4699
ACSMXP_08580.t01	CP195871	1913430	1913891	-	462	7092	6765	5740	19848	17768	18889
ACSMXP_08585.t01	CP195871	1914077	1915759	-	1683	1944	1733	1624	5959	5267	4388
ACSMXP_08590.t01	CP195871	1915886	1917247	-	1362	1926	1435	1346	965	782	663
ACSMXP_08595.t01	CP195871	1917288	1919156	-	1869	2787	2410	2103	575	453	438
ACSMXP_08600.t01	CP195871	1919800	1919976	+	177	79836	100820	81005	169163	167797	162597
ACSMXP_08605.t01	CP195871	1920066	1920566	+	501	25190	27173	22540	14681	13057	12245
ACSMXP_08610.t01	CP195871	1920563	1921033	+	471	7395	7224	6344	4652	4333	3586
ACSMXP_08615.t01	CP195871	1921134	1922060	+	927	7097	7724	6433	5644	6574	3861
ACSMXP_08620.t01	CP195871	1922126	1923565	+	1440	8601	9271	8011	7104	7689	5407
ACSMXP_08625.t01	CP195871	1923641	1924894	+	1254	3921	3984	3404	2812	2485	1786
ACSMXP_08630.t01	CP195871	1924898	1926241	+	1344	6019	5739	5114	3287	2684	2241
ACSMXP_08635.t01	CP195871	1926234	1927241	+	1008	1630	1548	1603	740	602	464
ACSMXP_08640.t01	CP195871	1927252	1928238	+	987	1848	2054	1739	1075	867	837
ACSMXP_08645.t01	CP195871	1928266	1929126	+	861	2025	2259	2008	1678	1158	1242
ACSMXP_08650.t01	CP195871	1929147	1929815	+	669	875	839	795	692	527	492
ACSMXP_08655.t01	CP195871	1929836	1931713	+	1878	3553	3961	3289	1987	1360	1527
ACSMXP_08660.t01	CP195871	1931739	1933133	+	1395	3653	4211	3389	2257	1793	1738
ACSMXP_08665.t01	CP195871	1933183	1933914	+	732	7276	9425	7179	6901	7287	5596
ACSMXP_08670.t01	CP195871	1934034	1934630	-	597	6762	8575	6835	14856	14827	11594
ACSMXP_08675.t01	CP195871	1935042	1935974	-	933	1047	1178	1078	2715	2237	2168
ACSMXP_08680.t01	CP195871	1936007	1937761	-	1755	982	682	722	4250	3616	3146
ACSMXP_08685.t01	CP195871	1937870	1938667	-	798	5608	6524	5660	43924	46796	40456
ACSMXP_08690.t01	CP195871	1938882	1940102	-	1221	1172	1487	1250	1700	1297	1263
ACSMXP_08695.t01	CP195871	1940373	1940927	+	555	301	443	381	593	449	529
ACSMXP_08700.t01	CP195871	1941029	1941655	+	627	377	437	351	712	545	586
ACSMXP_08705.t01	CP195871	1941687	1943372	+	1686	690	590	486	505	407	345
ACSMXP_08710.r01	CP195871	1943441	1943527	-	87	59	53	54	55	33	55
ACSMXP_08715.r01	CP195871	1944014	1944100	-	87	21	34	35	29	15	23
ACSMXP_08720.t01	CP195871	1944282	1945016	+	735	409	381	404	655	615	502
ACSMXP_08725.t01	CP195871	1945072	1945959	-	888	719	738	611	1675	1393	1392
ACSMXP_08730.t01	CP195871	1946037	1946735	+	699	86	63	68	15	30	33
ACSMXP_08735.t01	CP195871	1946814	1947527	+	714	141	140	114	83	86	53
ACSMXP_08740.t01	CP195871	1947598	1947849	+	252	90	44	48	46	29	37
ACSMXP_08745.t01	CP195871	1948013	1949074	+	1062	415	339	321	1108	984	777
ACSMXP_08750.t01	CP195871	1949211	1949849	+	639	654	815	612	1336	1195	1016
ACSMXP_08755.r01	CP195871	1950064	1950150	-	87	155	149	129	96	95	108
ACSMXP_08760.t01	CP195871	1950367	1952841	+	2475	12001	13693	11678	18171	17747	12105
ACSMXP_08765.t01	CP195871	1952995	1953744	+	750	932	1088	997	690	680	430
ACSMXP_08770.t01	CP195871	1953769	1954749	+	981	844	994	791	567	539	373
ACSMXP_08775.t01	CP195871	1954878	1955573	+	696	736	638	653	1596	1736	1051
ACSMXP_08780.t01	CP195871	1955914	1956633	+	720	1960	2358	1873	10442	9987	9589
ACSMXP_08785.t01	CP195871	1956753	1957772	+	1020	418	382	408	533	390	318
ACSMXP_08790.t01	CP195871	1957822	1958481	-	660	477	427	403	292	245	182
ACSMXP_08795.t01	CP195871	1958589	1959383	-	795	1256	1442	1211	1865	1762	1376
ACSMXP_08800.t01	CP195871	1959489	1960517	-	1029	1562	1595	1458	1793	1685	1288
ACSMXP_08805.t01	CP195871	1960595	1961461	-	867	3123	3623	3005	3226	2807	2360
ACSMXP_08810.t01	CP195871	1961893	1962636	-	744	619	605	536	596	478	393
ACSMXP_08815.t01	CP195871	1962647	1963192	-	546	1562	1906	1540	2373	2091	1916
ACSMXP_08820.r01	CP195871	1963410	1963486	-	77	159	163	158	65	47	44
ACSMXP_08825.t01	CP195871	1963680	1964177	+	498	516	558	439	509	441	274
ACSMXP_08830.t01	CP195871	1964184	1964522	+	339	330	355	328	544	602	414
